Wall time,Step,Value
1775913458.1608982,800,116.402587890625
1775913458.6759245,1410,155.23190307617188
1775913459.2116616,2020,181.60159301757812
1775913459.7291646,2630,199.08795166015625
1775913460.2250519,3240,182.176513671875
1775913460.7377334,3850,163.60153198242188
1775913461.221267,4460,61.308143615722656
1775913461.694053,5070,29.110897064208984
1775913462.1895163,5680,93.87569427490234
1775913462.639786,6290,122.08843231201172
1775913463.0754545,6900,55.12078094482422
1775913463.5025563,7510,108.17660522460938
1775913463.9198833,8120,93.10269927978516
1775913464.3255897,8730,69.74632263183594
1775913464.7351189,9340,50.02984619140625
1775913465.1571395,9950,26.297121047973633
1775913465.582419,10560,8.240687370300293
1775913465.9866445,11170,24.603282928466797
1775913466.37913,11780,15.586111068725586
1775913466.7977993,12390,24.48565673828125
1775913467.2033732,13000,20.052474975585938
1775913467.6420186,13610,13.301198959350586
1775913468.1001437,14220,12.099800109863281
1775913468.609549,14830,5.0230865478515625
1775913469.1533725,15440,5.884832382202148
1775913469.6815205,16050,2.8943872451782227
1775913470.186932,16660,2.678170919418335
1775913470.6858733,17270,2.4487123489379883
1775913471.1848652,17880,1.5831668376922607
1775913471.67067,18490,1.1123442649841309
1775913472.1442046,19100,1.0828912258148193
1775913472.5976944,19710,1.0547730922698975
1775913473.0501096,20320,1.200638771057129
1775913473.4957206,20930,1.6488430500030518
1775913473.9566734,21540,1.5253798961639404
1775913474.4184701,22150,1.434288501739502
1775913474.863039,22760,1.7027485370635986
1775913475.2885954,23370,2.0086114406585693
1775913475.7270823,23980,1.7874770164489746
1775913476.1891425,24590,3.1003520488739014
1775913476.6198783,25200,2.3550257682800293
1775913477.0449345,25810,1.775132179260254
1775913477.4721704,26420,2.2481985092163086
1775913477.921504,27030,3.8602445125579834
1775913478.3442173,27640,2.9468417167663574
1775913478.7501073,28250,2.6556735038757324
1775913479.1612976,28860,2.1238582134246826
1775913479.6122725,29470,3.1123993396759033
1775913480.0864885,30080,3.5326156616210938
1775913480.5882394,30690,2.845182180404663
1775913481.110412,31300,2.550729990005493
1775913481.6430588,31910,3.3175160884857178
1775913482.1345098,32520,2.594797134399414
1775913482.6121018,33130,2.190760374069214
1775913483.091544,33740,3.0564727783203125
1775913483.550434,34350,2.496760606765747
1775913483.9994562,34960,2.485302448272705
1775913484.4276607,35570,3.0271425247192383
1775913484.8760686,36180,2.8343505859375
1775913485.3130534,36790,3.3228259086608887
1775913485.7303548,37400,3.3899896144866943
1775913486.1305764,38010,3.9342989921569824
1775913486.5242627,38620,3.7525882720947266
1775913486.9270694,39230,2.9997215270996094
1775913487.338446,39840,4.055315017700195
